cp_id,cp_state,district_id,address_en,address2_en,address_tc,address2_tc,address_sc,address2_sc,lat,lgt,waste_type,legend,accessibilty_notes,contact_en,contact_tc,contact_sc,openhour_en,openhour_tc,openhour_sc
10854,Accepted,Yuen_Long,"Pavement outside Tin Tsz LRT Stop, Tin Shui Wai",,天水圍近天慈輕鐵站對出行人路,,天水围近天慈轻铁站对出行人路,,22.452345,114.006122,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,2807 0932,2807 0932,2807 0932,"Thursday 2:30 pm am to 5:30 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 下午2時30分至下午5時30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 下午2时30分至下午5时30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。)
10855,Accepted,Yuen_Long,"Pavement outside Yuen Long Government Office, Yuen Long",,元朗元朗政府合署對出,,元朗元朗政府合署对出,,22.445230,114.026770,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,9366 6437,9366 6437,9366 6437,"Thursday 2:30 pm am to 5:30 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 下午2時30分至下午5時30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 下午2时30分至下午5时30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。)
10881,Accepted,Wan_Chai,Hysan Place,"Outside Lift Lobby, Level B4, Hysan Place",希慎廣場,希慎廣場B4層升降機大堂外,希慎广场,希慎广场B4层升降机大堂外,22.279724,114.183837,"Metals,Plastic Bottle",Smart Bin,Note: For public use,3752 0864,3752 0864,3752 0864,00:00 - 23:59,00:00 - 23:59,00:00 - 23:59
10884,Accepted,Kwun_Tong,"The pavement of Hing Tin Street (near Tak Tin Plaza), Lam Tin (1)",,藍田慶田街（近德田商場）對出行人路 (1),,蓝田庆田街（近德田商场）对出行人路 (1),,22.310020,114.237860,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,2776 5700,2776 5700,2776 5700,"Thursday 2:30 pm am to 5:30 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 下午2時30分至下午5時30分 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 下午2时30分至下午5时30分 (基本上每周定时定点运作，有关休馆日、农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览相关「回收环保站」或「回收便利点」的社交媒体专页。)
10887,Accepted,Kwun_Tong,"The pavement of Yuet Wah Street (near Tin Shing Court), Kwun Tong",,觀塘月華街（近天星樓）對出行人路,,观塘月华街（近天星楼）对出行人路,,22.312800,114.227430,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Spots,Note: For public use,2776 5700,2776 5700,2776 5700,"Thursday 10 am to 1 pm (basically all year round, except for the station closure days, Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Station and Store.)",星期四 早上10時至下午1時 (基本上每週定時定點運作，有關休館日、農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽相關「回收環保站」或「回收便利點」的社交媒體專頁。),星期四 早上10时至下午1时 (基本上每周定时定点运作，有关休馆日、农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览相关「回收环保站」或「回收便利点」的社交媒体专页。)
10912,Accepted,Eastern,"Wai Pang Waste Paper Company - RM 13, 4/F, Decca Ind Ctr, 12 Kut Shing St. Chai Wan",,偉鵬廢紙公司 - 柴灣吉勝街12號達藝工業中心4樓13室,,伟鹏废纸公司 - 柴湾吉胜街12号达艺工业中心4楼13室,,22.265010,114.235381,"Metals,Paper",Street Corner Recycling Shops,Note: For public use,Mr. KWOK - 2896 5288,郭先生 - 2896 5288,郭先生 - 2896 5288,Mon to Sat 09:00 - 18:00 (Closed on public holidays),星期一至星期六 09:00 - 18:00 （公眾假期休息）,星期一至星期六 09:00 - 18:00 （公眾假期休息）
10940,Accepted,Central_Western,"Workshop of GREEN@KENNEDY TOWN - 1F Basement, Tung Lee Mansion, 1C-1K Water Street, Sai Ying Pun, Sai Wan",,綠在堅城工場 - 香港西環西營盤水街1C-1K號東利大樓地庫1F號舖,,绿在坚城工场 - 香港西环西营盘水街1C-1K号东利大楼地库1F号铺,,22.282640,114.129644,Plastics,Smart Bin,Note: For public use,5212 1240,5212 1240,5212 1240,9:00am - 7:00pm,9:00am - 7:00pm,9:00am - 7:00pm
10941,Accepted,Kwun_Tong,Amoy Gardens,"Podium Floor, Block N, Amoy Gardens",淘大花園,淘大花園N座平台後門,淘大花园,淘大花园N座平台后门,22.324337,114.216970,"Glass Bottles,Metals,Paper,Plastics",Smart Bin,Note: For residents only,3752 0864,3752 0864,3752 0864,7:00am - 12:00am,上午7:00 - 凌晨12:00,上午7:00 - 凌晨12:00
10942,Accepted,Kwun_Tong,"GREEN@KAI YIP - G/F, Kai Yue House, Kai Yip Estate, Kowloon Bay",,綠在啟業 - 九龍灣啟業邨啟裕樓地下,,绿在启业 - 九龙湾启业邨启裕楼地下,,22.329230,114.210670,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,6466 8049,6466 8049,6466 8049,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。)
10946,Accepted,Kwai_Tsing,"GREEN@TSING YI - Shop TSY 208 at Tsing Yi MTR Station (U2 Floor, Tung Chung Line Concourse)",,綠在青衣 - 港鐵青衣站TSY208號舖 (U2層東涌綫大堂),,绿在青衣 - 港铁青衣站TSY208号铺（U2层东涌线大堂）,,22.358476,114.108364,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,8493 2393,8493 2393,8493 2393,"8 am to 9 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上8時至下午9時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上8时至下午9时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。)
10947,Accepted,Tuen_Mun,"GREEN@ON TING - G/F., Ting Lung House, On Ting Estate, Tuen Mun",,綠在安定 - 屯門安定邨定龍樓地下,,绿在安定 - 屯门安定邨定龙楼地下,,22.388250,113.976460,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,9720 0620,9720 0620,9720 0620,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。)
10978,Accepted,Eastern,"GREEN@WAN TSUI -  G/F, Mei Tsui House, Wan Tsui Estate, Chai Wan",,綠在環翠 -  柴灣環翠邨美翠樓地下,,绿在环翠 - 柴湾环翠村美翠楼地下,,22.261370,114.237410,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,5300 8648,5300 8648,5300 8648,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。)
10979,Accepted,Eastern,"GREEN@YUE WAN -  G/F, Yue On House, Yue Wan Estate , Chai Wan",,綠在漁灣 -  柴灣漁灣邨漁安樓地下,,绿在渔湾 - 柴湾渔湾村渔安楼地下,,22.265470,114.241630,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,6439 1195,6439 1195,6439 1195,"10 am to 8 pm (basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements.  Please refer to the relevant social media page of the Recycling Store.)",早上10時至下午8時 (基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),早上10时至下午8时 (基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。)
10980,Accepted,Sha_Tin,"GREEN@CHUN YEUNG - G/F, Chun Yi House, Chun Yeung Estate, Fo Tan",,綠在駿洋 - 火炭駿洋邨駿爾樓地下,,绿在骏洋 - 火炭骏洋村骏尔楼地下,,22.399630,114.189560,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,9384 0845,9384 0845,9384 0845,"Mon - Fri: 8:00am – 9:00 pm Sat & Sun: 10:00am – 8:00pm (1. Self-service Recycling mode: Mon - Fri 6 pm - 9 pm, 2. basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements. Please refer to the relevant social media page of the Recycling Store.)",星期一至五: 上午8時至下午9時 星期六及日: 上午10時至下午8時 (1. 自助服務模式：星期一至五下午6時至9時； 2.基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。),星期一至五: 上午8时至下午9时 星期六及日: 上午10时至下午8时 (1. 自助服务模式：星期一至五下午6时至9时； 2.基本上全年开放，有关农曆新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。)
10983,Accepted,Tuen_Mun,"GREEN@YAN TIN - G/F, Yuet; Tin House, Yan Tin Estate, Tuen Mun",,綠在欣田 - 屯門欣田邨悅田樓地下,,绿在欣田 - 屯门欣田邨悦田楼地下,,22.414390,113.976470,"Beverage Cartons,Fluorescent Lamp,Glass Bottles,Metals,Paper,Plastic Bottle,Plastics,Rechargeable Batteries,Regulated Electrical Equipment,Small Electrical and Electronic Equipment",Recycling Stations/Recycling Stores,Note: For public use,9327 8074,9327 8074,9327 8074,"Mon - Fri: 8am – 9pm Sat & Sun: 10am – 8pm (1. Self-service Recycling mode:  Mon - Fri 8 - 11 am & 6 - 9 pm, 2. basically all year round, except for the Lunar New Year holiday, the Mid-Autumn Festival, the Winter Solstice, the Christmas holidays, the New Year’s Eve, adverse weather and special circumstances, which are subject to special arrangements. Please refer to the relevant social media page of the Recycling Store.)",星期一至五: 上午8時至下午9時 星期六及日: 上午10時至下午8時 （1. 自助服務模式：星期一至五上午8時至11時 及 下午6時至9時； 2.基本上全年開放，有關農曆新年、中秋節、冬至、聖誕假期、元旦前夕、惡劣天氣或因應個別情況的特別安排，請瀏覽「回收便利點」的社交媒體專頁。）,星期一至五: 上午8时至下午9时 星期六及日: 上午10时至下午8时 （1. 自助服务模式：星期一至五上午8时至11时 及 下午6时至9时； 2.基本上全年开放，有关农历新年、中秋节、冬至、圣诞假期、元旦前夕、恶劣天气或因应个别情况的特别安排，请浏览「回收便利点」的社交媒体专页。）
10986,Accepted,Tuen_Mun,GREEN@ON TING,"G/F, Ting Lung House, On Ting Estate",綠在安定,安定邨定龍樓地下,绿在安定,安定邨定龙楼地下,22.388264,113.976361,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,9720 0620,9720 0620,9720 0620,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00
10987,Accepted,Kwun_Tong,GREEN@KAI YIP,"G/F, Kai Yue House, Kai Yip Estate",綠在啟業,啟業邨啟裕樓地下,绿在启业,啟業邨啟裕樓地下,22.328839,114.210273,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,6466 8049,6466 8049,6466 8049,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00
10988,Accepted,Eastern,GREEN@YUE WAN,"G/F, Yue On House, Yue Wan Estate",綠在漁灣,漁灣邨漁安樓地下,绿在渔湾,渔湾邨渔安楼地下,22.265480,114.241703,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,6439 1195,6439 1195,6439 1195,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00
10989,Accepted,Eastern,GREEN@WAN TSUI,"G/F, Mei Tsui House, Wan Tsui Estate",綠在環翠,環翠邨美翠樓地下,绿在环翠,环翠邨美翠楼地下,22.261303,114.237451,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,5300 8648,5300 8648,5300 8648,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00
10990,Accepted,Sha_Tin,GREEN@CHUN YEUNG,"G/F, Chun Yi House, Chun Yeung Estate",綠在駿洋,駿洋邨駿爾樓地下,绿在骏洋,骏洋邨骏尔楼地下,22.399723,114.189827,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,9384 0845,9384 0845,9384 0845,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00
10991,Accepted,Tuen_Mun,GREEN@YAN TIN,"G/F, Yuet Tin House, Yan Tin Estate",綠在欣田,欣田邨悅田樓地下,绿在欣田,欣田邨悦田楼地下,22.414407,113.976474,"Plastic Bottle,Plastics",Smart Bin,Note: For public use,9327 8074,9327 8074,9327 8074,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00
10992,Accepted,Southern,Aberdeen Promenade (Aberdeen Praya Road),,香港仔海濱公園 (香港仔香港仔海傍道),,香港仔海滨公园 (香港仔香港仔海傍道),,22.246701,114.155828,"Metals,Paper,Plastics",Recycling Bins at Public Place,Note: For public use,,,,,,
11005,Accepted,Wong_Tai_Sin,Sheung Fung Street Customs Staff Quarters,,雙鳳街海關人員宿舍,,双凤街海关人员宿舍,,22.347365,114.197487,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11006,Accepted,Kowloon_City,Wyler Gardens - Chong Chien Court,,偉恆昌新邨 - 昌景閣,,伟恒昌新邨 - 昌景阁,,22.285086,114.142416,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11007,Accepted,Central_Western,Po Shan Mansion Block A,,寶城大廈A座,,宝城大厦A座,,22.280119,114.141415,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11008,Accepted,Tuen_Mun,Tuen Mun Town Plaza (Res) Phase 2,,屯門市廣場(住宅)第二期,,屯门市广场(住宅)第二期,,22.392411,113.976609,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11009,Accepted,Tuen_Mun,Tuen Mun Town Plaza Phase 3,"2 Tuen Yan Street, Tuen Mun",屯門市廣場第三期,屯門屯仁街2號,屯门市广场第三期,屯门屯仁街2号,22.394523,113.977607,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11010,Accepted,Kwai_Tsing,Kwai Chun Court,,葵俊苑,,葵俊苑,,22.364439,114.131854,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11011,Accepted,Central_Western,The Bellevue Place,,御林豪庭,,御林豪庭,,22.283432,114.149140,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11012,Accepted,Kowloon_City,Beauty Court,,麗苑,,丽苑,,22.319654,114.177281,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11013,Accepted,Central_Western,Glory Heights,,嘉和苑,,嘉和苑,,22.283076,114.141174,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11014,Accepted,Kwai_Tsing,Ching Shing Court,"10 Ching Hong Road, Tsing Yi",青盛苑,青衣青康路10號,青盛苑,青衣青康路10号,22.349804,114.102480,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11015,Accepted,Central_Western,"Greenland Gardens, Blk A",,碧翠園 A 座,,碧翠园 A 座,,22.283270,114.142094,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11016,Accepted,Central_Western,No.2 Hatton Road,,克頓道2號,,克顿道2号,,22.280405,114.138627,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11017,Accepted,Central_Western,Golden Lodge,,金帝軒,,金帝轩,,22.284044,114.146229,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11018,Accepted,Central_Western,Chester Court,,澤安閣,,泽安阁,,22.286331,114.132407,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11019,Accepted,Central_Western,The Rednaxela,,帝華台,,帝华台,,22.280803,114.151411,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11020,Accepted,Central_Western,Jockey Club Mt. Davis Youth Hostal,,賽馬會摩星嶺青年旅舍,,赛马会摩星岭青年旅舍,,22.277536,114.122041,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11021,Accepted,Southern,Bradbury Hostel,,白普理宿舍,,白普理宿舍,,22.241562,114.167442,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11022,Accepted,Central_Western,Sherwood Court,,慧林閣,,慧林阁,,22.279809,114.151537,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11024,Accepted,Kwai_Tsing,Greenknoll Court,,嘉翠園,,嘉翠园,,22.361297,114.136516,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11025,Accepted,Kwun_Tong,Hiu Kwong Building,,曉光大廈,,晓光大厦,,22.317872,114.230848,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11026,Accepted,Southern,HKU Jockey Club Student Village IV (Wong Chuk Hang),,香港大學賽馬會第四學生村（黃竹坑）,,香港大学赛马会第四学生村（黄竹坑）,,22.245813,114.168860,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11027,Accepted,Southern,No.3 Consort Rise,,金粟街3號,,金粟街3号,,22.270838,114.126735,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11028,Accepted,Sha_Tin,St Moritz,"88 Lai Ping Road, Kau To Shan",雲端,九肚山麗坪路88號,云端,九肚山丽坪路88号,22.415638,114.200448,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11029,Accepted,Kowloon_City,Downtown 38,"38 Pak Tai Street, To Kwa Wan, Kowloon",Downtown 38,土瓜灣北帝街38號,Downtown 38,土瓜湾北帝街38号,22.320980,114.188460,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11030,Accepted,Sham_Shui_Po,Wing Wah Building,,榮華樓,,荣华楼,,22.328663,114.164694,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11031,Accepted,Tsuen_Wan,Tsuen Fook Kui,,荃福居,,荃福居,,22.367585,114.117704,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11032,Accepted,Sham_Shui_Po,The Amused,,喜遇,,喜遇,,22.339510,114.153275,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11033,Accepted,Central_Western,Altadena House,,紅屋,,红屋,,22.271126,114.156647,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11034,Accepted,Tuen_Mun,Terrace Concerto,"3 Ming Kum Road, Tuen Mun North",翠鳴臺,屯門北鳴琴路3號,翠鸣台,屯门北鸣琴路3号,22.400679,113.967293,"Beverage Cartons,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11035,Accepted,Kowloon_City,On Wo Yuen (Stage 2),,安和園 (第二期),,安和园 (第二期),,22.316509,114.191274,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11036,Accepted,Yuen_Long,Green Orchid,,芙蓉園,,芙蓉园,,22.443361,114.011379,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11037,Accepted,Sha_Tin,Yu Tak Court,,愉德苑,,愉德苑,,22.388859,114.205757,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11038,Accepted,Tsuen_Wan,The Aurora,"88 Yeung Uk Road, Tsuen Wan",映日灣,荃灣楊屋道88號,映日湾,荃湾杨屋道88号,22.367257,114.115269,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11039,Accepted,Sha_Tin,Kam Chun Court,,錦駿苑,,锦骏苑,,22.411153,114.224940,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11040,Accepted,Sai_Kung,Mount Pavilia,,傲瀧,,傲泷,,22.335837,114.260371,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11041,Accepted,Sham_Shui_Po,Tenacity Residence,,喜信過渡性房屋,,喜信过渡性房屋,,22.331048,114.152787,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11042,Accepted,Sha_Tin,The Pavilia Farm (Phase 1&2),"18 Che Kung Miu Road, Tai Wai",柏傲莊 (1期及2期),大圍車公廟路18號,柏傲庄 (1期及2期),大围车公庙路18号,22.372785,114.179566,"Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11044,Accepted,Sham_Shui_Po,The Astro,,悅雅,,悦雅,,22.336505,114.158160,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11045,Accepted,Central_Western,Eredine,,七重天大廈,,七重天大厦,,22.260658,114.148699,"Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
11046,Accepted,Sha_Tin,The Arles,"1 Au Pui Wan Street, Fo Tan",星凱．堤岸,火炭㘭背灣街1號,星凯．堤岸,火炭㘭背湾街1号,22.395448,114.197234,"Beverage Cartons,Food Waste,Glass Bottles,Metals,Paper,Plastics","Private Collection Points (e.g. housing estates, shopping centres)",Note: For residents of the estate only,,,,,,
